HolderAddress,Balance,PendingBalanceUpdate
0x7734280a4337f37fbf4651073db7c28c80b339e9,148.1007701,Yes
0x17610bc0056dd1374340aebdcaac4f9755c5f408,110.1842649,No
0xbafb57166024bfc2fae364a2e06fc913c5ac80a6,2.022224266,No
0x7b0d30aa6ad2f75a8d95b3feabe2b40877324c6f,2.33E-09,No
0x357b7e9acd156c0f930b75c6ae6a42f3d9173042,13.52493894,No
0xd66bb2d2935487fcef48bf4e26b3101fbeb7d744,5.87639628,No
0xb2709cb1a0a92efc537d230ebfb0d01c37533a3f,23.51797332,No
0xb50a98b218968d9d6ec895be6850ab2807b763dc,0.010018481,No
0x9feab70f3c4a944b97b7565bac4991df5b7a69ff,0.167140127,No
0x585ae605dd802c3dce3403b5c306941f77a794b4,52.10221967,No
0x7380c1ed753ad1626bf8f3d7d445f5525a2f773b,2.591128682,No
0x912755d737df814b10f7ad7ff7b5e351b6cb3ff2,1.033758079,No
0x81016b5fa82b628e7653e63f43882009f90dc2b6,649.9143407,No
0x82e25acfd6d1f8a63e0c1d7e906bd8b5700aa030,2.13E-08,No
0x18f768455e7f5fb09fc491fd86bcc282bcdd5973,759.0546754,No
0x9823581ab7bcc3adf3b57bd5ba3c8cdf78c034d0,5.59647223,No
0x17849f5232aeb12d6f279281385f8031bfba2856,0.016877903,No
0x005f16f017aa933bb41965b52848ceb8ee48b171,0.504883448,No
0x6fce63859a859a0f30ed09b12f5010d790618ca4,11.52426297,No
0x49785ef0229fb23b343be87e1c75788da3de4ec5,0.198081255,No
0x166994dd8ea20981a79da65def0e60def5e61e98,0.30188913,No
0x5d47ecd93831428d545495926c7cacb12f948937,1.87E-06,No
0xe27851aaea36a0e3940a059bcd7ce083fbe6c307,0.100185146,No
0xda248cc10b477c1144219183ec87b0621dac37b3,7.697823481,No
0x05d19dcc556638641022b35d3f5c7e25c9b1b7c2,0.000609134,No
0xfcae25c6eebfc5d3b5ec84d99963f291ccc3fd75,0.050092611,No
0xd50b0485e1ba29fb1e9e4418ebd47194c4bdde9a,0.500926171,No
0xaeb2584fd2c1d1c27dc72afcb8e858a5ffe4c794,0.100185236,No
0xa35f3fefecb5160327d1b6a210b60d1e1d7968e3,0.20037048,No
0x09a03e511835ab32f7df63ba38b87cfe62db8d02,18.57157652,No
0xfeca311548b90c8b862a847e9bfb8b907c277a70,0.056575747,No
0x99668ec8df94f56aad40632b1a145e1ef5b6bca2,0.028418051,No
0xc0b29a6b8a058cc60a7cd612f6a702a9ab5b4d62,15.61351299,No
0x5869fa78876b4a03deb28c7fb1eb2529ac0028cd,1.540167952,No
0x34e15635a4de3d82da31a4baeb7b9d465017dc63,2.72780734,No
0xa706ed4676204e1b9b3aa005cf8ab5c92d30a830,0.066488143,No
0x9824697f7c12cabada9b57842060931c48dea969,107.7196379,No
0x89cffb7550a41fd7d49a2ef49935cf7319629716,0.03205942,No
0x478fa4c971a077038b4fc5c172c3af5552224ccc,7.728122287,No
0x3816b86959b510ac85d3a56178242e1d8c208848,0.008014864,No
0x07b2d01452dbc961f01347ce35e77218d1664867,0.096871023,No
0x2b5903990b28586cfb68b505244b7fec1ee92ccb,4.504401194,No
0x4ad087aa85980ac2ad2659193dbece1d1308e0c0,22.89470349,No
0x7e118a15c43b8f56cf69a4536fdd2404ac457552,9.635033874,No
0x1dc9ee19bc6ece2df030eb1f4f5d775e817d798d,1.610618522,No
0xecade9f17b5e17a730ca66fa1dcdd03ca5be71ff,0.097806793,No
0x8881c196909500c61a79440d138b25779c27b2a9,1.896327801,No
0x19e02b992c0295d27eecff941d5dbfaf85409d86,2.011007166,No
0x0a398e0d7a155109d3acc22fd0f63f2c50707502,1.938802711,No
0x3000514716fb3745672c1e2c9a2ab9d00260a503,27.26417519,No
0xb83ad7d7efe3fc000a6344c73b3e4407a734d1a8,0.306618271,No
0x99ad82926add6117ee8149abc55a4d75e89483a3,0.000503761,No
0x32157559789d9c3446234639844496abf801ab84,0.005048026,No
0x517d9b419198e8d76f5cf184274a030d57bf6f3f,0.014026112,No
0x3f01940c87f09a351d422022d61bca0b682755c8,99.99953386,No
0x5539f23eefd1c272a5b63f2c8a13e65e2d1c197f,2.003731064,No
0x5000e435c595b63c097fc3813900147e4c72b87e,3.410344599,No
0xa0bd1d04c1d706daf90d3badb22fdee2d78b871d,5.33075846,No
0x0898f7a85af9964a413f5f4ff6b7d6f8f9f8f753,0.500933024,No
0x432102f721384505ea71238dd15dd5dbf1c01fb2,0.100186637,No
0x5584a353528dfeb2fc751ab48b72d32726c79507,0.510411172,No
0xdaeca8394ea8dda5356a6139ad01cc554406e784,7.540653896,No
0x37fdefd1cf604b7806d8ba0580f5f97f5a78fc13,0.000113802,No
0xa66e6ee02a271362e363dbd4524de31264b822fe,1.016116131,No
0x8c6d52329c31820f9f3cf468e29309f9848f7942,3.78E-14,No
0x7fd9ab63ec3df349daab4501f904aa4dd68c8ed4,0.250713562,No
0x229229284c0ea7c2a898765a5652fc03f0e35293,0.100186821,No
0x2b95890732184b1017cf61cd92b0e42cb8b3ca17,0.898309444,No
0x682094d3579ed47acae134aaa8f20d814a56958b,28.20181109,No
0x6c2e697e2b6a2c76f9e1f92564a292cf3807e1ec,13.40618714,No
0xd2c09a5cb78afedac1f0ccf49cc62f7cffa7d47f,6.22E-05,No
0x44a427a8f07f58430f5a2e1086da55f14ff565ba,0.002003739,No
0x75cec05a4b119440e67fbf6b02f46ac449538fac,0.032332974,No
0x2a743192a74a57f17e22c2e6312387c7c1bce159,0.041458207,No
0x2bec82ce6d156b28989d25fccaaea1df5f3e0d16,0.045716523,No
0x4178016e0a4613ca4b1cb5685a0367926a703f8c,0.540477723,No
0xcaa34fb3e242c0d8d53a382a47571d4d1b2f4a7f,25.0796034,No
0x0f699736d478d22e91a24a6eee3211b8fa10cf43,0.007951829,No
0xac9ba72fb61aa7c31a95df0a8b6eba6f41ef875e,1193.892872,No
0xa6827a765ec60b09c70d7d5bb480fe73933626c7,6.22E-07,No
0x1444c2ff8e06f561185ee68125b5431ea5f754e3,9.53E-07,No
0x1ef5526ee1a6d8c596cce90e774a2c41372cc8cd,3.062264146,No
0x29fb67819120057dcc0f141c59f7281860f6c643,1.02E-06,No
0x4a15189a59807e0717d2f85089fa80f6b0cf47b3,6.85E-09,No
0xf81a414864a72c79595f1a9c166dad506ea264ce,0.438018695,No
0x9098ef96ae8305baff71b939d425c83d0d4e64e9,6.721741914,No
0xc248c4679fc77e8bfbbc7d4a6eb726cb12763033,1.743403971,No
0x062903c32ed9953826824f357f0c98d295011e12,2.439484416,No
0x15a1a4ae081f0ca8748414b46a13a70b5720c5e0,1.085258856,No
0xd817e4c81d7263b72d16c6f7a95c2f16fbcf3a06,0.882712924,No
0x1ce99932fd278e00911814dc4bd403e1293d8ed2,0.806929652,No
0xbb9038d927c2918ac21a9891bc4c9808341c1a41,0.180337364,No
0x001b024b98ee862aa01eea595c4c16a0213d2611,0.412669835,No
0x7f4e21b39d6506e333b9b470b3fdedd4fcbbc6e8,0.018351632,No
0x88798416deb63ce03417cad6af8257358a264ac1,2.00E-18,No
0xd7b4a3a5562cee602fc2797b6ff102558a7a9ccc,1.112476623,No
0x4da469fb95a5c31cb4d8efbdddc502d2164f3e21,9.96E-10,No
0x1aba978cf66d4bd8ce54ab5e3aaff177ab901fb6,1.55E-09,No
0x6b9695bab373b5753d018f336a1b89ee27e89c9b,0.003807442,No
0xc6a82e72156a11a2e1634633af5e4517b451f0d9,0.43207207,No
0x4d8d34c07ad84d3ff8ed6a14c01f76fac2d68f99,6.032121412,No
0x5b93cc6fafae7e60efdc1332a411390751619146,16.5004809,No
0x49a5492fdfe5acc966dd5f41310dfdfe8daa349c,2.118363315,No
0x1c815d116fe759a6d3f46fcf3cf19b8976692fc1,0.01166943,No
0xd9e474aba5889607e2ae020573f1a695f1916886,54.01618928,No
0xc9d922828887b42f8cb62fabca22fdee01d28fd9,0.335621724,No
0x0b9aa10c8d5283db8ea4300feb2827c0e5d2d81c,0.350657434,No
0x6bac48867bc94ff20b4c62b21d484a44d04d342c,6.39736941,No
0x635a0dfb16adfd46a47faa5f23d885d77e8f5597,31.05532831,No
0x829148aba1177c4b6a6a3dbca3e165fd34094e1b,430.3145878,No
0x9ab4488578b3e9de3d7c44058fffe21855fdaffe,61.79520736,No
0x6be1b4d8eb651da732682346e4eab6cb870e3992,3.837395737,No
0x1beb1715899a355dfca4c763080e88f35286d025,3788.749675,No
0x7776de59534f6f5ac9537eeb81add908bb1305df,0.040374492,No
0x5301f4c3b342d37b9d43ed6c91ce75539741b48a,1.53E-05,No
0x00d46d105507a04d7e4592cf43bbbad964bc77ab,0.151730783,No
0x9d7295da5b08fe4e60fe114428ee58eeba73a923,6.443124646,No
0xd09f4955a9d00543de67a293c01c928226bd756a,0.004467136,No
0x0cb10bdb8b15ec6cc3ff6883a1f3849345a67bf8,9.369715925,No
0xeb381fcfe8c91ae62c98ff4acbb7fd14bf1ad2a0,94.94006569,No
0x4644a9afe25b01405b9099c32fbf123f919d4838,4.109636915,No
0x24166c82f34f3728b0926ebc673313db1dbca485,0.159390168,No
0x43f11890f3d8ee704595eba88f52ee7d983b6907,23.32427386,No
0xc21bb85d3dfadacafaeeeb7955cb198a4356f761,126.3282071,No
0x5995b3976e83709ad51333e4925b1e1f0558304e,256.5651693,No
0x64709afad07004beb53d76ff26c5549a84f3a583,9.99765019,No
0xfdd6af85172a18a02651e63929ff2f46e4714156,0.592535711,No
0xfd99b5306135f3f6e1b5d18e1257875bf540eadd,4.970241099,No
0x007c4bb067d9b6afeb4c13415477d396123c4aa3,34.30887813,No
0xf6f930d80b55814701f2dc7af247d01b70d82fe0,13.81018229,No
0xdaa45cd04ee600f24fe0544de4758b617b207572,0.00671764,No
0x204f43e2aa72fac932afac27250cc4822cc27a99,7.937039101,No
0xf15745d28f8f98d71e7db2ea4e1ba7febf7a9a3f,0.300563013,No
0xb203df26af3666f4214661f7f903c46edf9403b0,1.813774235,No
0x48eef9794640a46c940d10afcaf528cf9e577096,27.30322061,No
0x0da4822fa2a7163ec615ea77c4a0881894c1bfb9,4.330855928,No
0x09c0e7d6c97b942a06361bed21a1f4224d7988f5,151.4772642,No
0x471570a8750f6bc1e053bc9bdd9919f0d8073e33,1.001875087,No
0xbf2cb0b47d37e92556a674ad51d10a9012b7530d,37.7941354,No
0xace4051f5e77a4d5f7cbc2117579476d668235c9,278.4654396,No
0xeea30dfeab54a05434967f4540cddcd61dca2d21,36.74098479,No
0x6c3f5990c0b31e17fc5c9f728819eac14d6f3926,8.646999921,No
0x8fb7de9825bdebf9d66461da21f20d60a19c3970,2.805259138,No
0x92f4ea1693328fa9546c83508cf049d26fa6182c,4.027230208,No
0xa56356c918f15a5d9478ac337600ee451f90b75f,11.69172716,No
0x735dde08a1d36939da610ce5b7b9688db97234bf,0.766506027,No
0x1b133343e87c59b9433c728528a415ec4fd249df,4.0355064,No
0xbf6a3cccf78e14d7a062374b6e24e953f7055f2a,0.028256019,No
0xfd669c4802dd1dbb40830431773a71bb910a40f9,3.87940762,No
0xdee007e178476432c29a13539624ff71a11aa77a,1.950963719,No
0x38d9d1b10727bdc523f0efb06cca30e922a96fd6,0.002190508,No
0x457d8c281fb540df2c401b4c89fbedd0230d79dd,12.65135069,No
